ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
4454,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
4455,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Electricity Board
4456,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
4457,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Waste Management Division
4458,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Electricity Board
4459,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Public Works
4460,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Electricity Board
4461,This is a complaint about Road Damage issue.,Electricity,High,Positive,Public Works
4462,This is a complaint about Electricity issue.,Electricity,High,Negative,Waste Management Division
4463,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Public Works
4464,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Public Works
4465,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Public Works
4466,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Waste Management Division
4467,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Electricity Board
4468,This is a complaint about Road Damage issue.,Water Supply,Medium,Positive,Waste Management Division
4469,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Waste Management Division
4470,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Water Department
4471,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
4472,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Public Works
4473,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
4474,This is a complaint about Road Damage issue.,Waste Management,High,Positive,Water Department
4475,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Public Works
4476,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Public Works
4477,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Public Works
4478,This is a complaint about Electricity issue.,Road Damage,High,Negative,Water Department
4479,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Water Department
4480,This is a complaint about Electricity issue.,Road Damage,High,Negative,Water Department
4481,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Electricity Board
4482,This is a complaint about Water Supply issue.,Water Supply,High,Negative,Public Works
4483,This is a complaint about Waste Management issue.,Waste Management,Medium,Neutral,Water Department
4484,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Electricity Board
4485,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Electricity Board
4486,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Water Department
4487,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Water Department
4488,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Public Works
4489,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Water Department
4490,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Public Works
4491,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Water Department
4492,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Water Department
4493,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
4494,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Water Department
4495,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Waste Management Division
4496,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Public Works
4497,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Water Department
4498,This is a complaint about Road Damage issue.,Road Damage,Medium,Negative,Water Department
4499,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Electricity Board
4500,This is a complaint about Road Damage issue.,Electricity,High,Positive,Public Works
4501,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Public Works
4502,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Water Department
4503,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Waste Management Division
4504,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Waste Management Division
4505,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Public Works
4506,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Electricity Board
4507,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Waste Management Division
4508,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Waste Management Division
4509,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Electricity Board
4510,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Waste Management Division
4511,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Electricity Board
4512,This is a complaint about Waste Management issue.,Electricity,High,Positive,Water Department
4513,This is a complaint about Electricity issue.,Road Damage,High,Positive,Water Department
4514,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Public Works
4515,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Water Department
4516,This is a complaint about Electricity issue.,Waste Management,High,Positive,Public Works
4517,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Public Works
4518,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Electricity Board
4519,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Public Works
4520,This is a complaint about Electricity issue.,Road Damage,Low,Neutral,Public Works
4521,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
4522,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Public Works
4523,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Water Department
4524,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Water Department
4525,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Electricity Board
4526,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Waste Management Division
4527,This is a complaint about Electricity issue.,Electricity,High,Neutral,Waste Management Division
4528,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Public Works
4529,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Water Department
4530,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Water Department
4531,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Waste Management Division
4532,This is a complaint about Road Damage issue.,Water Supply,Medium,Negative,Water Department
4533,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Waste Management Division
4534,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Public Works
4535,This is a complaint about Water Supply issue.,Water Supply,Medium,Negative,Waste Management Division
4536,This is a complaint about Electricity issue.,Electricity,Medium,Negative,Waste Management Division
4537,This is a complaint about Road Damage issue.,Road Damage,Medium,Neutral,Public Works
4538,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Public Works
4539,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Water Department
4540,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Water Department
4541,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Waste Management Division
4542,This is a complaint about Electricity issue.,Waste Management,Low,Neutral,Electricity Board
4543,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Public Works
4544,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Public Works
4545,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Public Works
4546,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Public Works
4547,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Public Works
4548,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Electricity Board
4549,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Waste Management Division
4550,This is a complaint about Road Damage issue.,Electricity,High,Negative,Waste Management Division
4551,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Waste Management Division
4552,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Electricity Board
4553,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Electricity Board
4554,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Waste Management Division
4555,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Waste Management Division
4556,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Water Department
4557,This is a complaint about Waste Management issue.,Road Damage,High,Positive,Public Works
4558,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
4559,This is a complaint about Water Supply issue.,Electricity,High,Negative,Electricity Board
4560,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Electricity Board
4561,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Public Works
4562,This is a complaint about Road Damage issue.,Waste Management,Medium,Positive,Public Works
4563,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Electricity Board
4564,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Public Works
4565,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Public Works
4566,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Public Works
4567,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Public Works
4568,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Electricity Board
4569,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Public Works
4570,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Water Department
4571,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Public Works
4572,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
4573,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
4574,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Public Works
4575,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Water Department
4576,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Waste Management Division
4577,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Electricity Board
4578,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Electricity Board
4579,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Waste Management Division
4580,This is a complaint about Electricity issue.,Road Damage,High,Negative,Public Works
4581,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Public Works
4582,This is a complaint about Electricity issue.,Waste Management,High,Positive,Waste Management Division
4583,This is a complaint about Road Damage issue.,Water Supply,Medium,Negative,Waste Management Division
4584,This is a complaint about Road Damage issue.,Waste Management,Medium,Positive,Water Department
4585,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Public Works
4586,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Water Department
4587,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Water Department
4588,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Electricity Board
4589,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Water Department
4590,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Electricity Board
4591,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Waste Management Division
4592,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Electricity Board
4593,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Public Works
4594,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Water Department
4595,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Electricity Board
4596,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Public Works
4597,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Public Works
4598,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Public Works
4599,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Water Department
4600,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Public Works
4601,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Electricity Board
4602,This is a complaint about Electricity issue.,Water Supply,High,Neutral,Public Works
4603,This is a complaint about Electricity issue.,Water Supply,High,Negative,Water Department
4604,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Public Works
4605,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Water Department
4606,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Public Works
4607,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Waste Management Division
4608,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Public Works
4609,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Waste Management Division
4610,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Waste Management Division
4611,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Water Department
4612,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Electricity Board
4613,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Electricity Board
4614,This is a complaint about Road Damage issue.,Electricity,Medium,Positive,Waste Management Division
4615,This is a complaint about Electricity issue.,Water Supply,Low,Negative,Public Works
4616,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Waste Management Division
4617,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
4618,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Public Works
4619,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Electricity Board
4620,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Water Department
4621,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Water Department
4622,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Electricity Board
4623,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Electricity Board
4624,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Electricity Board
4625,This is a complaint about Electricity issue.,Electricity,High,Negative,Waste Management Division
4626,This is a complaint about Waste Management issue.,Electricity,Medium,Neutral,Water Department
4627,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Electricity Board
4628,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Public Works
4629,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Electricity Board
4630,This is a complaint about Road Damage issue.,Electricity,High,Negative,Public Works
4631,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Waste Management Division
4632,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Water Department
4633,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Public Works
4634,This is a complaint about Water Supply issue.,Road Damage,Low,Positive,Water Department
4635,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Waste Management Division
4636,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Public Works
4637,This is a complaint about Water Supply issue.,Waste Management,High,Negative,Public Works
4638,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Electricity Board
4639,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Electricity Board
4640,This is a complaint about Electricity issue.,Waste Management,Medium,Neutral,Public Works
4641,This is a complaint about Electricity issue.,Waste Management,Medium,Neutral,Water Department
4642,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Electricity Board
4643,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Public Works
4644,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Waste Management Division
4645,This is a complaint about Electricity issue.,Waste Management,High,Positive,Electricity Board
4646,This is a complaint about Waste Management issue.,Waste Management,Low,Negative,Public Works
4647,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Electricity Board
4648,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Water Department
4649,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Waste Management Division
4650,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Electricity Board
4651,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Waste Management Division
4652,This is a complaint about Electricity issue.,Water Supply,High,Negative,Public Works
4653,This is a complaint about Electricity issue.,Electricity,High,Neutral,Electricity Board
4654,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Public Works
4655,This is a complaint about Waste Management issue.,Electricity,Low,Positive,Public Works
4656,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Electricity Board
4657,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Public Works
4658,This is a complaint about Electricity issue.,Waste Management,High,Negative,Public Works
4659,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Public Works
4660,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Electricity Board
4661,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Public Works
4662,This is a complaint about Waste Management issue.,Electricity,High,Positive,Water Department
4663,This is a complaint about Electricity issue.,Road Damage,Medium,Positive,Public Works
4664,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Electricity Board
4665,This is a complaint about Water Supply issue.,Electricity,High,Positive,Waste Management Division
4666,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Water Department
4667,This is a complaint about Waste Management issue.,Electricity,Medium,Negative,Public Works
4668,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Waste Management Division
4669,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Electricity Board
4670,This is a complaint about Road Damage issue.,Waste Management,Medium,Positive,Water Department
4671,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Public Works
4672,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Water Department
4673,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Water Department
4674,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Electricity Board
4675,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Public Works
4676,This is a complaint about Road Damage issue.,Water Supply,Low,Positive,Waste Management Division
4677,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Water Department
4678,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Water Department
4679,This is a complaint about Road Damage issue.,Waste Management,Low,Negative,Electricity Board
4680,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Electricity Board
4681,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Water Department
4682,This is a complaint about Road Damage issue.,Water Supply,Medium,Negative,Electricity Board
4683,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Electricity Board
4684,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Waste Management Division
4685,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Public Works
4686,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Waste Management Division
4687,This is a complaint about Electricity issue.,Road Damage,High,Negative,Waste Management Division
4688,This is a complaint about Waste Management issue.,Water Supply,Low,Positive,Water Department
4689,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Waste Management Division
4690,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Water Department
4691,This is a complaint about Water Supply issue.,Water Supply,Medium,Negative,Water Department
4692,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Public Works
4693,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Water Department
4694,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Electricity Board
4695,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Waste Management Division
4696,This is a complaint about Electricity issue.,Road Damage,High,Positive,Public Works
4697,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Water Department
4698,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Electricity Board
4699,This is a complaint about Road Damage issue.,Waste Management,Medium,Negative,Water Department
4700,This is a complaint about Road Damage issue.,Electricity,Low,Neutral,Water Department
4701,This is a complaint about Electricity issue.,Water Supply,High,Negative,Water Department
4702,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Electricity Board
4703,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Electricity Board
4704,This is a complaint about Water Supply issue.,Water Supply,High,Negative,Water Department
4705,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
4706,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Public Works
4707,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Waste Management Division
4708,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Water Department
4709,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Public Works
4710,This is a complaint about Water Supply issue.,Electricity,Medium,Negative,Electricity Board
4711,This is a complaint about Electricity issue.,Road Damage,Low,Negative,Electricity Board
4712,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Public Works
4713,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Water Department
4714,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Public Works
4715,This is a complaint about Electricity issue.,Water Supply,High,Negative,Water Department
4716,This is a complaint about Waste Management issue.,Road Damage,High,Negative,Electricity Board
4717,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Water Department
4718,This is a complaint about Water Supply issue.,Electricity,Low,Neutral,Electricity Board
4719,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Electricity Board
4720,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Water Department
4721,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Public Works
4722,This is a complaint about Electricity issue.,Electricity,Medium,Neutral,Water Department
4723,This is a complaint about Water Supply issue.,Electricity,Medium,Neutral,Waste Management Division
4724,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Water Department
4725,This is a complaint about Water Supply issue.,Road Damage,Low,Negative,Waste Management Division
4726,This is a complaint about Electricity issue.,Road Damage,High,Positive,Electricity Board
4727,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Public Works
4728,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Waste Management Division
4729,This is a complaint about Waste Management issue.,Road Damage,Low,Negative,Water Department
4730,This is a complaint about Electricity issue.,Road Damage,Medium,Negative,Public Works
4731,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Electricity Board
4732,This is a complaint about Waste Management issue.,Water Supply,Medium,Negative,Waste Management Division
4733,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Waste Management Division
4734,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Public Works
4735,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Waste Management Division
4736,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Electricity Board
4737,This is a complaint about Water Supply issue.,Waste Management,Low,Negative,Public Works
4738,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Public Works
4739,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Waste Management Division
4740,This is a complaint about Water Supply issue.,Electricity,High,Negative,Water Department
4741,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Water Department
4742,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Waste Management Division
4743,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Electricity Board
4744,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Electricity Board
4745,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Public Works
4746,This is a complaint about Waste Management issue.,Water Supply,High,Positive,Electricity Board
4747,This is a complaint about Electricity issue.,Waste Management,High,Neutral,Electricity Board
4748,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Waste Management Division
4749,This is a complaint about Electricity issue.,Water Supply,High,Negative,Water Department
4750,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Water Department
4751,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Waste Management Division
4752,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Public Works
4753,This is a complaint about Road Damage issue.,Road Damage,High,Negative,Waste Management Division
4754,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Water Department
4755,This is a complaint about Road Damage issue.,Road Damage,High,Positive,Water Department
4756,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Water Department
4757,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Electricity Board
4758,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Waste Management Division
4759,This is a complaint about Waste Management issue.,Electricity,Low,Neutral,Public Works
4760,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Electricity Board
4761,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Electricity Board
4762,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Electricity Board
4763,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Electricity Board
4764,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Electricity Board
4765,This is a complaint about Electricity issue.,Waste Management,Medium,Positive,Electricity Board
4766,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Public Works
4767,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Electricity Board
4768,This is a complaint about Water Supply issue.,Water Supply,Low,Positive,Waste Management Division
4769,This is a complaint about Waste Management issue.,Electricity,Medium,Positive,Electricity Board
4770,This is a complaint about Electricity issue.,Electricity,Medium,Negative,Electricity Board
4771,This is a complaint about Road Damage issue.,Road Damage,Medium,Negative,Electricity Board
4772,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Public Works
4773,This is a complaint about Road Damage issue.,Road Damage,Low,Negative,Electricity Board
4774,This is a complaint about Waste Management issue.,Road Damage,High,Neutral,Waste Management Division
4775,This is a complaint about Electricity issue.,Waste Management,Medium,Negative,Water Department
4776,This is a complaint about Water Supply issue.,Road Damage,High,Negative,Waste Management Division
4777,This is a complaint about Road Damage issue.,Electricity,Low,Positive,Waste Management Division
4778,This is a complaint about Water Supply issue.,Waste Management,High,Negative,Waste Management Division
4779,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Public Works
4780,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Public Works
4781,This is a complaint about Water Supply issue.,Road Damage,Low,Negative,Electricity Board
4782,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Waste Management Division
4783,This is a complaint about Electricity issue.,Electricity,Low,Negative,Waste Management Division
4784,This is a complaint about Waste Management issue.,Electricity,High,Positive,Waste Management Division
4785,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Electricity Board
4786,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Water Department
4787,This is a complaint about Electricity issue.,Electricity,High,Positive,Electricity Board
4788,This is a complaint about Electricity issue.,Electricity,Low,Negative,Public Works
4789,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Public Works
4790,This is a complaint about Waste Management issue.,Water Supply,Low,Negative,Water Department
4791,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Electricity Board
4792,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Public Works
4793,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Electricity Board
4794,This is a complaint about Waste Management issue.,Waste Management,High,Neutral,Water Department
4795,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Water Department
4796,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Public Works
4797,This is a complaint about Water Supply issue.,Road Damage,Medium,Negative,Public Works
4798,This is a complaint about Water Supply issue.,Water Supply,Medium,Neutral,Public Works
4799,This is a complaint about Water Supply issue.,Waste Management,High,Positive,Water Department
4800,This is a complaint about Road Damage issue.,Water Supply,High,Negative,Public Works
4801,This is a complaint about Waste Management issue.,Electricity,High,Positive,Public Works
4802,This is a complaint about Electricity issue.,Electricity,High,Neutral,Electricity Board
4803,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Public Works
4804,This is a complaint about Electricity issue.,Waste Management,Medium,Neutral,Waste Management Division
4805,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Public Works
4806,This is a complaint about Road Damage issue.,Electricity,Low,Negative,Electricity Board
4807,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Electricity Board
4808,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Public Works
4809,This is a complaint about Road Damage issue.,Waste Management,High,Negative,Waste Management Division
4810,This is a complaint about Waste Management issue.,Water Supply,Low,Neutral,Electricity Board
4811,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Electricity Board
4812,This is a complaint about Waste Management issue.,Waste Management,High,Positive,Electricity Board
4813,This is a complaint about Electricity issue.,Road Damage,High,Neutral,Waste Management Division
4814,This is a complaint about Road Damage issue.,Water Supply,High,Neutral,Public Works
4815,This is a complaint about Electricity issue.,Waste Management,High,Positive,Electricity Board
4816,This is a complaint about Water Supply issue.,Electricity,Low,Negative,Electricity Board
4817,This is a complaint about Road Damage issue.,Waste Management,High,Neutral,Waste Management Division
4818,This is a complaint about Electricity issue.,Water Supply,Low,Negative,Public Works
4819,This is a complaint about Electricity issue.,Road Damage,Low,Positive,Waste Management Division
4820,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Public Works
